location,bedrooms,Bathrooms,area,carpet_area,ownership,sale_type,age_of_the_property,plot_type,floor,Furnishing,Status,Facing,Actual_Price
Omr,3,3,1267,352,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,6527635
Korattur,3,3,1269,865,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,10880240
Velachery,2,2,1227,150,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,South West,10772309
Nungambakkam,2,2,840,692,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,3335239
Guduvancheri,3,3,1534,2300,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,North,14151036
Kolathur,2,2,803,600,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,South East,4963676
Omr,3,2,1163,1550,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,5719330
Guduvancheri,2,2,1180,3000,Individual,Resale,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,South,8117806
Anna Nagar,3,3,1290,1050,Individual,Resale,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,East,12876592
Chitlapakkam,1,1,1100,2400,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,3910399
Mylapore,1,1,650,1300,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,East,3207737
Muggappair,3,3,1275,1307,Individual,Resale,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,South,7244250
Sithalapakkam,2,2,1210,3200,Individual,Resale,15 to 20 years,House & Villas,3,Furnished,Ready to Move,North West,9205903
Ambattur,3,2,1200,500,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,West,15891334
Gopalapuram,3,3,1580,500,Individual,New,New Construction,House & Villas,0,Unfurnished,Under Construction,North,10319772
Urapakkam,3,2,1300,1000,Individual,New,Under Construction,House & Villas,1,Unfurnished,Under Construction,North,7480121
Velachery,2,2,700,16800,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,East,3611647
Mogappair,2,2,1300,1419,Individual,Resale,0 to 5 years,House & Villas,2,Furnished,Ready to Move,South,7646354
Muggappair,2,2,965,1200,Individual,New,10 to 15 years,House & Villas,2,Semi-Furnished,Ready to Move,East,3971008
Kolathur,2,2,16000,1300,Individual,New,Type,House & Villas,0,Furnished,Ready to Move,South,83173315
Perumbakkam,2,2,2500,2972,Agent,New,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,South,26963703
Medavakkam,2,2,1040,2250,Individual,New,15 to 20 years,House & Villas,0,Semi-Furnished,Ready to Move,East,3957423
Alwarpet,4,3,2513,900,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,North,30451685
Porur,2,2,819,4875,Individual,New,Type,House & Villas,1,Furnished,Ready to Move,East,6933299
Alandur,2,2,927,1500,Individual,Resale,Under Construction,House & Villas,1,Furnished,Under Construction,West,9249944
Ramapuram,3,2,1256,808,Builder,New,New Construction,House & Villas,1,Unfurnished,Under Construction,East,7040227
Kovilambakkam,2,2,810,800,Individual,New,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,3784622
Omr,2,2,1200,700,Individual,Resale,Type,House & Villas,0,Unfurnished,Ready to Move,South,6285751
Kelambakkam,2,3,1182,1600,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,South,4376209
Omr,2,2,1149,3000,Agent,Resale,Under Construction,House & Villas,1,Furnished,Under Construction,South,8208462
Madipakkam,2,2,764,1200,Agent,New,5 to 10 years,House & Villas,2,Unfurnished,Ready to Move,North,3430187
Kodambakkam,2,2,365,812,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,South West,2525802
Madhavaram,2,2,750,650,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,West,4023336
Velachery,3,3,1500,2400,Individual,Resale,5 to 10 years,House & Villas,4,Unfurnished,Ready to Move,South,12165078
Kanathur,2,2,959,875,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,West,5766747
Chrompet,2,2,1123,2468,Individual,Resale,Type,House & Villas,1,Unfurnished,Ready to Move,South,5036219
Ambattur,2,2,636,865,Individual,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,North,2627686
Omr,2,2,1241,100,Individual,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,East,29440735
Chrompet,3,3,1200,712,Individual,New,0 to 5 years,House & Villas,-1,Unfurnished,Ready to Move,South,7109167
Omr,2,2,1145,871,Individual,Resale,15 to 20 years,House & Villas,1,Semi-Furnished,Ready to Move,North East,5533336
Omr,2,2,1200,2922,Individual,Resale,Type,House & Villas,1,Unfurnished,Ready to Move,North,5816649
Urapakkam,2,2,890,1082,Individual,Resale,Type,House & Villas,1,Semi-Furnished,Under Construction,East,3812344
Sholinganallur,3,3,1800,660,Individual,New,15 to 20 years,House & Villas,0,Unfurnished,Ready to Move,East,9214398
Oragadam,1,1,551,495,Individual,New,Type,House & Villas,0,Unfurnished,Under Construction,East,1811857
Iyyappanthangal,3,2,1100,756,Builder,New,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,7532638
Mangadu,3,3,1600,784,Individual,New,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,West,14317754
Medavakkam,2,2,970,6853,Individual,New,0 to 5 years,House & Villas,-1,Furnished,Ready to Move,North,6236180
Urapakkam,2,2,658,750,Individual,New,Under Construction,House & Villas,5,Semi-Furnished,Ready to Move,East,3101453
Medavakkam,2,2,970,830,Agent,New,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,South,4415457
Porur,2,2,936,748,Individual,Resale,5 to 10 years,House & Villas,1,Unfurnished,Ready to Move,North,5257563
Oragadam,2,2,1150,660,Individual,Resale,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,West,5840171
Madambakkam,2,2,20000,1125,Individual,New,Type,House & Villas,3,Semi-Furnished,Ready to Move,South,88334592
Sriperumbudur,20,20,3500,1800,Builder,New,New Construction,House & Villas,1,Furnished,Ready to Move,North West,61307867
Iyyappanthangal,2,2,805,808,Individual,Resale,Under Construction,House & Villas,2,Semi-Furnished,Under Construction,West,5039080
Gst Road,2,2,1170,1250,Individual,Resale,Type,House & Villas,0,Unfurnished,Ready to Move,East,4898725
Omr,2,2,1210,633,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,10021097
Tambaram,2,2,1000,833,Individual,New,Under Construction,House & Villas,1,Unfurnished,Ready to Move,South,4714494
Ambattur,3,2,1144,674,Individual,New,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,17154633
Velachery,3,3,1595,699,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,11109059
Nolambur,3,3,1372,548,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Upcoming,East,8079249
Royapettah,2,2,1005,1566,Individual,New,10 to 15 years,House & Villas,2,Unfurnished,Ready to Move,North,5957939
Nanganallur,3,3,1355,871,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North East,7836427
K Nagar,2,3,1103,1550,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,5254125
East Coast Road,2,2,660,1000,Individual,New,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,South,2661177
Medavakkam,2,2,900,1040,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,4919506
Maduravayol,2,2,1207,1360,Individual,New,10 to 15 years,House & Villas,2,Unfurnished,Ready to Move,East,4178232
Valasaravakkam,3,2,1200,1142,Individual,New,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,South,6080946
Maraimalai Nagar,3,3,800,827,Individual,New,Type,House & Villas,2,Semi-Furnished,Under Construction,East,4929833
Maraimalai Nagar,3,3,890,971,Individual,New,New Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,4841745
Saidapet,2,2,825,820,Individual,New,Type,House & Villas,1,Semi-Furnished,Ready to Move,South,2898126
T Nagar,2,2,950,633,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,4720101
Chrompet,2,2,960,900,Individual,Resale,5 to 10 years,House & Villas,1,Semi-Furnished,Ready to Move,South,4497048
T Nagar,2,2,991,800,Individual,New,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,4415606
Thiruvanmiyur,2,2,980,1152,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,5067212
Medavakkam,2,2,1008,2400,Individual,New,10 to 15 years,House & Villas,0,Furnished,Ready to Move,South,4705662
Chrompet,2,2,960,1017,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,West,5083459
Thiruvalluvar Nagar,2,2,765,660,Individual,Resale,Type,House & Villas,2,Unfurnished,Ready to Move,South,2986323
Abhiramapuram,3,2,1825,826,Individual,New,Type,House & Villas,0,Furnished,Under Construction,North,18228183
Sholinganallur,2,2,675,753,Individual,New,Type,House & Villas,0,Unfurnished,Ready to Move,North East,3465696
Ambattur,2,2,665,1155,Individual,Resale,Type,House & Villas,1,Furnished,Ready to Move,South,3313899
Omr,3,3,1472,1550,Individual,Resale,0 to 5 years,House & Villas,1,Furnished,Ready to Move,South,8925369
Chengalpattu,3,3,1700,835,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,North East,16597165
K Nagar,2,3,1103,946,Individual,New,Type,House & Villas,1,Semi-Furnished,Under Construction,East,5907099
East Coast Road,2,2,660,1371,Individual,New,Type,House & Villas,1,Unfurnished,Ready to Move,West,3044293
Medavakkam,2,2,900,784,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,South,4569068
Maduravayol,2,2,1207,871,Individual,Resale,Type,House & Villas,2,Semi-Furnished,Ready to Move,South,6749927
Valasaravakkam,3,2,1200,913,Individual,New,Above 20 years,House & Villas,2,Unfurnished,Ready to Move,South,7284874
Maraimalai Nagar,3,3,800,913,Individual,New,Type,House & Villas,2,Unfurnished,Under Construction,South,4872905
Maraimalai Nagar,3,3,890,1040,Others,New,Under Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,4957772
Saidapet,2,2,825,1155,Individual,Resale,Type,House & Villas,1,Furnished,Ready to Move,South,3542425
T Nagar,2,2,950,2100,Individual,New,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,East,3688480
Chrompet,2,2,960,750,Builder,New,Under Construction,House & Villas,5,Semi-Furnished,Ready to Move,East,5012639
T Nagar,2,2,991,865,Individual,New,New Construction,House & Villas,0,Semi-Furnished,Ready to Move,East,4349875
Thiruvanmiyur,2,2,980,765,Individual,Resale,Type,House & Villas,1,Unfurnished,Under Construction,South,5370970
Medavakkam,2,2,1008,756,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,South,4866120
Chrompet,2,2,960,4410,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Ready to Move,East,6200291
Thiruvalluvar Nagar,2,2,765,900,Individual,Resale,5 to 10 years,House & Villas,1,Semi-Furnished,Ready to Move,South,3489172
Abhiramapuram,3,2,1825,2612,Individual,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,South,16580065
Sholinganallur,2,2,675,1700,Individual,New,Under Construction,House & Villas,2,Unfurnished,Ready to Move,North,3108396
Ambattur,2,2,665,700,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,3532851
Omr,3,3,1472,515,Individual,New,0 to 5 years,House & Villas,1,Furnished,Ready to Move,East,7344559
Chengalpattu,3,3,1700,1153,Individual,New,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,East,17761446
Muggappair,2,2,1050,1253,Individual,New,New Construction,House & Villas,2,Unfurnished,Ready to Move,North,6043483
Ra Puram,3,3,18000,1503,Individual,New,10 to 15 years,House & Villas,1,Furnished,Under Construction,North West,77059673
Omr,2,2,1800,808,Individual,Resale,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,South,13597090
Valasaravakkam,2,2,982,1400,Individual,New,0 to 5 years,House & Villas,2,Unfurnished,Under Construction,East,4018892
Medavakkam,2,2,750,2000,Individual,New,0 to 5 years,House & Villas,0,Unfurnished,Ready to Move,East,3287494
Velachery,2,2,1086,774,Individual,Resale,10 to 15 years,House & Villas,2,Furnished,Ready to Move,East,4378415
Rajakilpakkam,3,2,1097,1055,Builder,New,0 to 5 years,House & Villas,1,Semi-Furnished,Ready to Move,North West,5803516
Omr,2,2,1252,1058,Builder,Resale,Under Construction,House & Villas,1,Unfurnished,Under Construction,South,7082651
Madipakkam,3,2,4500,1050,Individual,Resale,5 to 10 years,House & Villas,0,Semi-Furnished,Ready to Move,South,25901315
Ashok Nagar,7,1,800,2600,Individual,Resale,Type,House & Villas,2,Semi-Furnished,Ready to Move,East,11639068
Chrompet,2,2,735,840,Individual,New,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,3127591
Ambattur,1,1,500,400,Individual,Resale,5 to 10 years,House & Villas,0,Unfurnished,Ready to Move,South,2359173
Porur,2,2,1240,1353,Individual,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North,28379785
Pallavaram,2,2,845,759,Individual,New,Under Construction,House & Villas,1,Semi-Furnished,Ready to Move,East,3864061
Kilpauk,2,3,993,1400,Individual,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,East,4947593
Velachery,2,2,1230,1155,Individual,Resale,Type,House & Villas,1,Furnished,Ready to Move,South,14633111
Chrompet,1,2,690,2834,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,2725609
Manapakkam,3,3,1400,1440,Individual,New,New Construction,House & Villas,1,Furnished,Ready to Move,North West,7906234
Medavakkam,2,2,939,710,Individual,New,Type,House & Villas,1,Unfurnished,Under Construction,East,4620741
Navalur,3,3,1275,1100,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,7086983
Chengalpet,2,2,735,1300,Individual,Resale,0 to 5 years,House & Villas,0,Furnished,Ready to Move,East,4226815
Chrompet,3,2,1130,808,Individual,Resale,Type,House & Villas,1,Semi-Furnished,Ready to Move,South,6628582
Thiruvanmiyur,2,2,408,1830,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,2258997
Kelambakkam,2,2,1010,633,Individual,Resale,0 to 5 years,House & Villas,1,Unfurnished,Ready to Move,East,5472186
Vandalur,3,3,1074,707,Individual,New,10 to 15 years,House & Villas,1,Furnished,Ready to Move,North,5555488
Selaiyur,2,2,900,900,Individual,Resale,Type,House & Villas,0,Semi-Furnished,Ready to Move,East,5158763
Velachery,2,2,288,1153,Individual,New,15 to 20 years,House & Villas,1,Unfurnished,Ready to Move,East,2134412
Guduvancheri,3,2,1800,1600,Individual,New,Under Construction,House & Villas,1,Furnished,Under Construction,East,16038404
Urapakkam,2,2,384,852,Individual,New,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North East,2050632
Urapakkam,2,2,1126,1042,Individual,Resale,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,4868805
Madambakkam,2,2,888,797,Individual,New,10 to 15 years,House & Villas,1,Semi-Furnished,Ready to Move,North,4366264
Gst Road,2,2,1200,1125,Individual,New,Type,House & Villas,3,Semi-Furnished,Ready to Move,West,5120912
Medavakkam,2,2,1107,2090,Individual,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,South,5014236
Pallikaranai,2,2,1200,1353,Individual,New,0 to 5 years,House & Villas,0,Semi-Furnished,Ready to Move,West,6556833
Thiruporur,2,2,907,833,Individual,Resale,Under Construction,House & Villas,1,Unfurnished,Ready to Move,South,4756373
Vadapalani,1,1,297,1692,Individual,Resale,10 to 15 years,House & Villas,3,Unfurnished,Ready to Move,North,1997052
Omr,2,2,625,1550,Individual,Resale,Type,House & Villas,1,Furnished,Ready to Move,North,2568213
Madipakkam,2,2,711,568,Individual,Resale,10 to 15 years,House & Villas,0,Furnished,Ready to Move,South,4832216
Omr,2,2,1250,1100,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,5847223
Pozhichallur,2,2,855,784,Individual,New,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,East,4549694
Ayyapanthangal,2,2,800,1100,Individual,Resale,10 to 15 years,House & Villas,0,Semi-Furnished,Ready to Move,North,4469370
Salaigaram,2,2,2000,170,Individual,Resale,10 to 15 years,House & Villas,0,Unfurnished,Ready to Move,East,13496537
Kelambakkam,2,2,1000,1392,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,East,4616755
Adambakkam,2,2,577,541,Individual,Resale,10 to 15 years,House & Villas,0,Furnished,Ready to Move,North,3437230
Madipakkam,2,2,850,714,Individual,Resale,10 to 15 years,House & Villas,1,Furnished,Ready to Move,North,4695839
Kolathur,2,2,880,871,Individual,New,New Construction,House & Villas,0,Unfurnished,Ready to Move,East,3227987
Kelambakkam,2,2,1012,1180,Builder,New,Under Construction,House & Villas,1,Furnished,Ready to Move,East,4932509
Moolakadai,2,2,750,1200,Individual,Resale,5 to 10 years,House & Villas,1,Semi-Furnished,Ready to Move,South,3536855
Chrompet,3,3,1150,4014,Individual,Resale,Type,House & Villas,1,Unfurnished,Ready to Move,East,6566910
Omr,2,2,1200,765,Individual,Resale,10 to 15 years,House & Villas,1,Unfurnished,Ready to Move,North,6860174
Kovilambakkam,2,1,720,1350,Individual,Resale,Under Construction,House & Villas,1,Furnished,Ready to Move,East,4229362
Omr,1,1,582,1155,Individual,Resale,Under Construction,House & Villas,1,Furnished,Under Construction,West,3013893
Kilpauk,3,3,2900,2320,Individual,New,0 to 5 years,Penthouse,0,Semi-Furnished,Ready to Move,South,22333099
Sithalapakkam,2,2,1000,800,Individual,Resale,0 to 5 years,Penthouse,13,Unfurnished,Ready to Move,South,4545259
Chrompet,3,3,1330,10800,Individual,Resale,0 to 5 years,Penthouse,3,Semi-Furnished,Ready to Move,East,9423849
Saligramam,2,2,685,548,Agent,New,New Construction,Penthouse,12,Unfurnished,Ready to Move,North,3505815
Urapakkam,3,3,1249,800,Individual,Resale,New Construction,Penthouse,0,Unfurnished,Ready to Move,East,6226318
Urapakkam,2,2,950,760,Individual,New,New Construction,Penthouse,7,Furnished,Ready to Move,East,4444129
Medavakkam,2,2,2400,1920,Individual,New,New Construction,Penthouse,10,Semi-Furnished,Ready to Move,East,14407858
Madipakkam,3,2,800,640,Individual,New,New Construction,Penthouse,10,Unfurnished,Ready to Move,East,5320929
Ashok Nagar,3,3,1950,1560,Individual,Resale,0 to 5 years,Penthouse,0,Unfurnished,Ready to Move,North,13545084
Madipakkam,3,2,1200,960,Individual,New,New Construction,Penthouse,10,Unfurnished,Ready to Move,East,7485952
Thiruvotriyur,1,1,2400,765,Agent,Resale,15 to 20 years,Flats,1,Furnished,Ready to Move,East,12056526
Velachery,2,2,288,500,Individual,Resale,15 to 20 years,Flats,1,Semi-Furnished,Ready to Move,South,1949283
Sriperumbudur,3,3,1300,1900,Individual,Resale,15 to 20 years,Flats,1,Semi-Furnished,Ready to Move,South,7814596
Selaiyur,3,3,1241,680,Individual,Resale,5 to 10 years,Flats,2,Unfurnished,Ready to Move,West,26338215
Velachery,2,2,990,560,Individual,Resale,10 to 15 years,Flats,2,Furnished,Ready to Move,East,4844419
Sholinganallur,2,2,875,494,Others,Resale,0 to 5 years,Flats,1,Unfurnished,Under Construction,East,4391424
Adambakkam,2,2,523,1061,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,West,3330236
Velachery,2,2,850,550,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,3653442
Urapakkam,2,1,1002,935,Builder,New,Under Construction,Flats,1,Semi-Furnished,Under Construction,East,4486177
Thiruvanmiyur,2,2,800,1357,Individual,New,10 to 15 years,Flats,2,Semi-Furnished,Ready to Move,East,4398622
Kovilambakkam,2,2,500,772,Agent,New,Under Construction,Flats,3,Unfurnished,Ready to Move,East,6529847
Tambaram,2,2,908,1072,Builder,New,0 to 5 years,Flats,10,Furnished,Ready to Move,East,4670973
Omr,2,2,1012,668,Agent,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,5358045
Ashok Nagar,3,3,2400,780,Individual,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,South,29978757
Oragadam,2,3,1200,660,Builder,New,0 to 5 years,Flats,1,Unfurnished,Under Construction,North,6523408
East Coast Road,2,2,1004,812,Individual,New,Under Construction,Flats,1,Unfurnished,Ready to Move,East,4665010
Thirumalla Voil,2,2,791,683,Individual,New,Under Construction,Flats,1,Unfurnished,Ready to Move,North,3005070
Urapakkam,1,1,625,1100,Individual,Resale,0 to 5 years,Flats,3,Unfurnished,Ready to Move,North,2642046
Perugundi,2,2,1800,680,Agent,Resale,New Construction,Flats,1,Semi-Furnished,Ready to Move,East,10943941
Kodambakkam,3,3,3281,100,Individual,New,New Construction,Flats,1,Semi-Furnished,Under Construction,North East,41106575
Velachery,2,2,1148,917,Individual,Resale,0 to 5 years,Flats,2,Semi-Furnished,Ready to Move,East,4387176
Saligramam,2,2,600,1750,Individual,Resale,0 to 5 years,Flats,1,Furnished,Ready to Move,East,2235802
Alwarthiru Nagar,3,2,1053,794,Builder,New,0 to 5 years,Flats,3,Semi-Furnished,Ready to Move,East,10665207
Valasaravakkam,2,2,1082,800,Builder,New,Above 20 years,Flats,2,Unfurnished,Ready to Move,East,4719094
Sholinganallur,3,3,1850,444,Individual,Resale,5 to 10 years,Flats,2,Unfurnished,Ready to Move,West,13125898
Omr,2,2,550,1050,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,North,3205334
Anna Nagar,3,2,1175,940,Individual,New,Under Construction,Flats,3,Unfurnished,Under Construction,East,18554644
Omr,2,2,1012,500,Agent,Resale,New Construction,Flats,1,Unfurnished,Ready to Move,North,5646261
Korattur,2,1,550,803,Builder,New,Under Construction,Flats,1,Unfurnished,Under Construction,East,4718485
Avadi,2,2,750,802,Individual,Resale,New Construction,Flats,2,Unfurnished,Ready to Move,East,2741957
Madipakkam,2,2,737,671,Individual,Resale,10 to 15 years,Flats,1,Semi-Furnished,Ready to Move,East,3830067
Tambaram,2,2,1060,800,Individual,New,0 to 5 years,Flats,1,Unfurnished,Ready to Move,North,5369308
Palavakkam,2,2,1100,786,Individual,Resale,10 to 15 years,Flats,1,Semi-Furnished,Ready to Move,North,5057100
Pammal,2,2,871,620,Builder,New,Under Construction,Flats,2,Unfurnished,Ready to Move,East,3650046
Kattupakkam,2,2,1050,840,Individual,Resale,0 to 5 years,Flats,0,Semi-Furnished,Ready to Move,North,5336142
Korattur,2,2,2,752,Individual,Resale,10 to 15 years,Flats,0,Semi-Furnished,Ready to Move,South East,3674034
T Nagar,3,2,1600,800,Individual,Resale,10 to 15 years,Flats,0,Furnished,Ready to Move,North,13607659
Thiruvanmiyur,2,2,840,968,Builder,New,0 to 5 years,Flats,4,Semi-Furnished,Ready to Move,West,8245011
Kilpauk,4,4,1450,1740,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,15699364
Avadi Indra Nagar,2,2,1200,915,Individual,Resale,New Construction,Flats,3,Semi-Furnished,Ready to Move,East,5138303
Avadi,2,2,420,673,Individual,Resale,5 to 10 years,Flats,2,Furnished,Ready to Move,West,2628734
Nungambakkam,2,2,1083,480,Others,New,Under Construction,Flats,1,Semi-Furnished,Upcoming,East,9253427
Alwarpet,3,3,1250,750,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,9894378
K Nagar,2,2,970,590,Individual,New,10 to 15 years,Flats,1,Furnished,Under Construction,South,5667512
Virugambakkam,2,2,858,1000,Individual,New,Under Construction,Flats,2,Unfurnished,Ready to Move,North East,4101154
Vandalur,2,2,789,350,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,South,3150989
Perambur,3,3,1481,516,Builder,New,Under Construction,Flats,1,Semi-Furnished,Ready to Move,East,9653925
Thoraipakkam,2,2,985,1001,Builder,New,Under Construction,Flats,1,Unfurnished,Under Construction,North,6083337
Omr,2,2,500,785,Individual,Resale,New Construction,Flats,4,Unfurnished,Ready to Move,East,2364424
Pallavaram,1,1,578,555,Individual,Resale,5 to 10 years,Flats,1,Semi-Furnished,Ready to Move,North,2371456
Madanandapuram,2,2,813,896,Builder,New,Under Construction,Flats,2,Unfurnished,Under Construction,East,3502441
Porur,2,2,902,573,Others,New,New Construction,Flats,-1,Unfurnished,Under Construction,East,4616069
Madipakkam,2,2,907,960,Individual,Resale,15 to 20 years,Flats,0,Semi-Furnished,Ready to Move,South,4739677
Madanandapuram,3,2,1680,1344,Agent,New,0 to 5 years,Flats,2,Unfurnished,Ready to Move,North,13643159
Egmore,2,1,900,585,Individual,Resale,Above 20 years,Flats,0,Semi-Furnished,Ready to Move,North,4031111
Chrompet,1,1,522,989,Individual,Resale,0 to 5 years,Flats,4,Furnished,Ready to Move,West,2734503
Chemmancheri,3,3,1620,1100,Individual,Resale,0 to 5 years,Flats,4,Semi-Furnished,Ready to Move,North,11895048
Mogappair,2,2,710,602,Individual,Resale,15 to 20 years,Flats,3,Furnished,Ready to Move,North,2997400
Choolaimedu,1,1,700,480,Builder,New,0 to 5 years,Flats,1,Furnished,Under Construction,North,3421604
Chrompet,2,2,1085,986,Agent,Resale,15 to 20 years,Flats,2,Semi-Furnished,Ready to Move,North,5514259
Gst Road,2,2,1079,100,Individual,New,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,North,9117219
Purasawalkam,4,3,2400,1068,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,North,24840459
Avadi,2,2,590,392,Individual,Resale,0 to 5 years,Flats,1,Unfurnished,Ready to Move,East,2820767
Chembakkam,2,2,667,950,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,3289658
Thiruporur,2,2,917,605,Individual,Resale,Under Construction,Flats,0,Semi-Furnished,Ready to Move,East,4620573
Thoraipakkam,2,2,800,2710,Individual,New,0 to 5 years,Flats,13,Furnished,Under Construction,East,4737446
Omr,2,2,955,750,Builder,New,0 to 5 years,Flats,2,Semi-Furnished,Ready to Move,North,5551199
Ambattur,2,1,650,947,Individual,Resale,0 to 5 years,Flats,1,Semi-Furnished,Ready to Move,East,2520753
Urapakkam,2,1,600,1080,Individual,Resale,Under Construction,Flats,2,Unfurnished,Ready to Move,East,2773494
Manivakkam,2,2,83,910,Builder,New,0 to 5 years,Flats,1,Unfurnished,Under Construction,East,2349574
Pammal,2,2,930,1800,Individual,New,0 to 5 years,Flats,0,Semi-Furnished,Ready to Move,South,4338063
Mogappair West,2,2,1037,1150,Individual,New,0 to 5 years,Flats,2,Unfurnished,Under Construction,East,4482793
Omr,3,3,1275,710,Individual,New,5 to 10 years,Flats,1,Semi-Furnished,Under Construction,West,11668049
Nungambakkam,2,2,1050,480,Builder,New,Under Construction,Flats,2,Semi-Furnished,Upcoming,East,10429942
Pallikaranai,3,3,1452,975,Agent,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,12184604
Omr,2,2,907,1120,Individual,Resale,Under Construction,Flats,1,Unfurnished,Ready to Move,East,4122401
Besant Nagar,3,1,894,926,Individual,Resale,10 to 15 years,Flats,1,Semi-Furnished,Ready to Move,South,6270317
Velachery,3,2,1031,603,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,East,6133875
Chrompet,2,2,800,12500,Individual,Resale,5 to 10 years,Flats,3,Semi-Furnished,Ready to Move,South,4155861
K Nagar,2,1,752,854,Builder,New,New Construction,Flats,1,Unfurnished,Ready to Move,North East,2896963
